session_id,lead,sistema_operativo,variante,oferta_movil
b18882bb-fced-46e7-8215-f458e05a8740,False,Android,A,iPhone 13 Pro
7a18629a-ab8d-4f14-9422-5d3edcc5a018,True,Android,A,iPhone 13 Pro
7fd508fa-c30a-4960-904d-180443d97058,False,Android,A,iPhone 13 Pro
054843e2-ad55-4b0c-ac4d-329b5e3a2086,False,iOS,A,iPhone 13 Pro
8e06d413-5a94-496e-a26c-e4f09fab68af,True,Android,A,iPhone 13 Pro
e6fe1f90-a3e6-4295-9f4b-fa3ba59eb395,False,iOS,A,iPhone 13 Pro
69526e8e-4b31-49d7-b333-f3ac2be88724,False,iOS,A,iPhone 13 Pro
5920f512-acd5-4c37-9a39-6f0e515f7664,False,Android,A,iPhone 13 Pro
8b990cd5-de58-43b8-86dd-1e7e2b8d1c75,False,Android,A,iPhone 13 Pro
503b98a9-8691-4108-9b03-6e07de20adc1,True,Android,A,iPhone 13 Pro
f0e8d1f8-880a-407a-998c-5fd46e352c4c,False,Android,A,iPhone 13 Pro
5dd6bf0e-f008-4b19-a38a-63ff07d366ca,True,Android,A,iPhone 13 Pro
7681d706-e2ca-4d6b-93db-20bb89a29e39,True,iOS,A,iPhone 13 Pro
bfd30715-550e-424c-a991-c6b413ec9438,True,iOS,A,iPhone 13 Pro
74a52040-5b02-48f6-bea5-4932dfce366c,True,iOS,A,iPhone 13 Pro
6a58d9da-829f-4aee-a2ac-38b3af19e756,False,Android,A,iPhone 13 Pro
9f92d760-433f-48c3-8f88-3f999e1a490a,False,Android,A,iPhone 13 Pro
ba9b8682-4ca5-4472-b5e3-ec6586b96f77,False,iOS,A,iPhone 13 Pro
b16808b2-d5bd-479f-8ac2-53015b06308e,False,iOS,A,iPhone 13 Pro
f153a293-5a86-4ce0-b0ab-b9df8e2eaa60,False,iOS,A,iPhone 13 Pro
d479b168-609d-4ef3-a698-b8cf3462480a,True,Android,A,iPhone 13 Pro
8fd42711-5e04-4cbc-b4e6-5f8270a261fa,True,Android,A,iPhone 13 Pro
398e3d29-d479-4e16-82f8-ae876dcf5cda,True,Android,A,iPhone 13 Pro
9ac97aeb-74b1-44fc-852e-68b0a285e217,False,Android,A,iPhone 13 Pro
c1798fc0-4f35-4ea9-850d-dc1b72dc2214,True,Android,A,Xiaomi Redmi 9A
70123eec-cfdc-4758-9810-5c9c3dcfc381,False,Mac,A,Xiaomi Redmi 9A
3a702679-ddcd-4021-86dd-c6d9dd30e6b7,False,Android,A,Xiaomi Redmi 9A
14fe0bb3-63bc-45ab-ae43-3e8de7525c05,True,Android,A,Xiaomi Redmi 9A
278a1918-9b98-44db-ba1e-6d5fc311cebe,True,Windows,A,Xiaomi Redmi 9A
a4810734-0116-4e63-9c0f-43fc713827f6,False,Android,A,Xiaomi Redmi 9A
d318f427-eb1f-49a2-9a27-4fc347eba912,True,Android,A,Xiaomi Redmi 9A
5d3c5fcf-f5ad-4bc2-a29f-f7fc263e67a3,False,Android,A,Xiaomi Redmi 9A
1a7fc6dd-767d-43c9-bcad-19461c63c193,False,Android,A,Xiaomi Redmi 9A
837dc60c-9b01-4347-95b5-452c4bdb9a6a,False,Android,A,Xiaomi Redmi 9A
807cde66-28bb-47b9-8ab9-3972d406b305,False,Android,A,Xiaomi Redmi 9A
5aefe128-4bb1-4c56-8223-b0bd88ef6da6,True,Windows,A,Xiaomi Redmi 9A
28583437-a162-4a9b-93fb-f2d48a0f8464,False,Android,A,Xiaomi Redmi 9A
5a3ea7fe-78f3-4e3c-b22f-324086371988,False,Windows,A,Xiaomi Redmi 9A
465c6d3c-3598-4202-8d4f-acde44b24b8e,False,Windows,A,Xiaomi Redmi 9A
29557060-6b2a-4a7b-b34d-06c276ad883e,False,Android,A,Xiaomi Redmi 9A
6fc99117-e6b8-4bbd-892c-353bb208b043,True,Android,A,Xiaomi Redmi 9A
ce10b749-5aa1-4132-add0-f02f615f140b,False,Android,A,Xiaomi Redmi 9A
d7559eee-3ef0-4104-97cd-732e9361a839,False,Android,A,Xiaomi Redmi 9A
a365c338-cc7a-4e93-91ab-976e72f42118,False,Android,A,Xiaomi Redmi 9A
bcb23167-6cf0-4db6-9281-8141648106f9,False,Android,A,Xiaomi Redmi 9A
4376beac-c389-4e19-925e-ea8f9795ca7b,False,Android,A,Xiaomi Redmi 9A
113dbb3d-59b6-4c69-ba29-58d3d6197b5b,False,Android,A,Xiaomi Redmi 9A
fa4ea1fc-b12c-40f4-b21e-5b18aeb10cc5,False,Android,A,Xiaomi Redmi 9A
e1cd2cd4-9351-4954-a069-edf8041dde62,False,Android,A,Xiaomi Redmi 9A
57d4ec7a-cd44-46d1-b62c-5bd2f312d36e,False,Android,A,Xiaomi Redmi 9A
39690ae4-0901-4c1f-8037-4b605bad75f9,False,Android,A,Xiaomi Redmi 9A
f0da0270-115e-4a1e-9778-9d176b41e0ce,False,Android,A,Xiaomi Redmi 9A
48215d6c-2da5-4aab-8baa-a4460ed6ff2f,False,Android,A,Xiaomi Redmi 9A
e0f489b3-0f72-4335-911d-425834120d78,False,Android,A,Xiaomi Redmi 9A
d88f8a49-e223-42eb-bb7e-a896be675109,False,Android,A,Xiaomi Redmi 9A
393ed7b9-aac5-4893-8c61-939c6d77aff1,True,Android,A,Xiaomi Redmi 9A
4b557a5d-a6c7-444d-b51f-f0b656f29cbc,True,Android,A,Xiaomi Redmi 9A
8094cc22-a45e-46ee-ac8e-141ebfe99289,False,Android,A,Xiaomi Redmi 9A
52eb0d40-9857-400a-84d0-f3a240ef267a,False,Android,A,Xiaomi Redmi 9A
83ae4f49-719a-4317-94ac-bd49032eb232,False,Android,A,Xiaomi Redmi 9A
da648048-995d-4740-be36-5815e36def56,False,Android,A,Xiaomi Redmi 9A
ff052864-1424-48ab-a4e9-0be107867623,True,Android,A,Xiaomi Redmi 9A
8a52c9d8-4d02-465d-a10e-3d2e18979f66,False,Android,A,Xiaomi Redmi 9A
c0569648-9948-4dd3-9d07-6c012dc6551c,False,Android,A,Xiaomi Redmi 9A
2741a5e8-1225-4ef5-af4d-98dd45611481,False,Android,A,Xiaomi Redmi 9A
cd7f0f8c-516b-4651-89f6-73e3e62a20de,False,Android,A,Xiaomi Redmi 9A
cf3991bf-0776-40b8-8f8e-19dc0dda1795,True,Android,A,Xiaomi Redmi 9A
e8113a07-423f-439c-9ca7-f48d7f83e863,False,Android,A,Xiaomi Redmi 9A
928aff1b-0796-4259-b322-fa610bda4f5f,False,Windows,A,Xiaomi Redmi 9A
ee22f8c1-7f89-45f2-a1e4-e2a5f59949c5,False,Android,A,Xiaomi Redmi 9A
edc4a798-bfab-46ec-839e-454132e835ba,False,iOS,A,Xiaomi Redmi 9A
33eb7f3e-764c-411f-83f5-5e6410fd9298,False,Android,A,Xiaomi Redmi 9A
eb640f4b-9347-41cc-9359-4d3cd94f304f,False,Android,A,Xiaomi Redmi 9A
3a2870fe-c0a1-4120-8962-44e9ff4da191,False,Android,A,Xiaomi Redmi 9A
25601940-3efd-49d4-af8f-581428bba04f,False,Android,A,Xiaomi Redmi 9A
87bef96e-989d-4ccd-ae8a-1ea19774898a,True,Android,A,Xiaomi Redmi 9A
0c2e9d0b-d7ae-485a-9502-102fb20252ed,False,Android,A,Xiaomi Redmi 9A
3a75253a-ca4b-4b8e-abef-21a274abf9c9,False,iOS,A,Xiaomi Redmi 9A
0a547913-9ec3-4f31-87d1-d489e28239c2,False,Android,A,Xiaomi Redmi 9A
9f6d9195-5ae9-43e8-a21f-42facd6c31b8,False,Android,A,Xiaomi Redmi 9A
b84e4e1d-8cd5-4dff-90f8-6f2f4f55f1cd,False,Android,A,Xiaomi Redmi 9A
72d5c321-0e4b-4e56-bd49-d3841355c36b,False,Android,A,Xiaomi Redmi 9A
04b44e2f-036b-4eee-9d7c-a666a723d040,False,Android,A,Xiaomi Redmi 9A
af5f1584-8dc4-42ee-a403-9a6e89f6cc0b,False,Android,A,Xiaomi Redmi 9A
d30123e9-082b-4ed3-bc55-bb2241e999d3,False,Android,A,Xiaomi Redmi 9A
74be7fdd-480b-40a1-a128-9e4b26ccbaea,False,Android,A,Xiaomi Redmi 9A
378dc893-a1c5-4190-bd89-139136f84997,False,Android,A,Xiaomi Redmi 9A
95b06226-53be-4334-bd16-5d5b54a8d1be,False,Android,A,Galaxy A12
ee6a7c92-3f38-4aa4-9b65-1215efae6a8e,False,Android,A,Galaxy A12
6450845a-c291-48e3-92ee-c6153631028e,False,Mac,A,Galaxy A12
5bb011a2-86a2-4af6-9c06-7b5a7ee04214,False,Android,A,Galaxy A12
c055abbc-4a78-4e38-99da-b9d8983356c5,False,Android,A,Galaxy A12
ec24b61b-877d-4491-8241-5d038a2dfdcc,False,Android,A,Galaxy A12
213c4257-3300-4cf2-98c4-b203ede9b000,False,Android,A,Galaxy A12
2d93f313-7ea8-4b7f-aac5-a6d12bafe644,False,Android,A,Galaxy A12
70bd0335-0564-4353-bd4f-cec96a05188f,False,Android,A,Galaxy A12
b4ab8d04-1d03-41d0-a3f1-a7b2ed3d63f1,False,Android,A,Galaxy A12
c9853491-f665-415b-805b-1eb6f89dc694,True,Android,A,Galaxy A12
f7351a95-d851-4753-94fb-b1164d81c3dc,False,Android,A,Galaxy A12
a5516793-50e0-4e50-b6fd-5d447de2bc9c,True,Android,A,Galaxy A12
b321e640-b6fb-4761-9199-7fb582cc852f,False,Android,A,Galaxy A12
c08b975f-bacd-470d-a43a-b4fca1d9d60a,False,Android,A,Galaxy A12
a4705dcf-3e72-4300-978e-d3051f86f4cb,False,Android,A,Galaxy A12
d84d74d0-3bee-452d-beae-624e1fa7d401,True,Android,A,Galaxy A12
34c99ea1-7620-4fd2-9285-8f95a7f8b805,True,Android,A,Galaxy A12
c5b224bd-6718-4d42-b650-80dfdd09aaeb,False,Android,A,Galaxy A12
a5562032-131e-43b7-b3fe-8b8e52dfb5e8,False,Android,A,Galaxy A12
ab7d811a-5b06-4b4e-90c5-b8b89f936966,False,Android,A,Galaxy A12
56c7d63f-84b4-4df9-b4b1-ec31f5dd3d69,False,Android,A,Galaxy A12
883f4360-ddd8-4d5a-abcf-fb10af2454aa,False,Android,A,Galaxy A12
6a97ab54-5350-4d8f-94e3-d4d6e94ebf31,False,Android,A,Galaxy A12
b92617a3-a049-48f5-8619-cc0f8a11c055,False,Android,A,Galaxy A12
64b02663-3992-4d3d-aec7-2e92f11d8c1d,False,Android,A,Galaxy A12
6530f9ea-32e5-4110-9f33-ecfdef9a18f2,False,Android,A,Galaxy A12
534813fe-7d0a-49d9-9751-80a9a126cd71,False,Android,A,Galaxy A12
c382ef35-c437-4d3c-af2a-cd0e1e595766,False,Android,A,Galaxy A12
b71592fe-46a8-4d32-ae0d-f0efb2d5b0cd,False,Android,A,Galaxy A12
304ba912-ffcc-4c8c-9139-c8b180e4d2d1,False,Android,A,Galaxy A12
135a23b1-2584-4238-8d9a-bc8bef0f5760,True,Android,A,Galaxy A12
a5858e65-1954-46ca-9a0d-2197c0c4c148,False,Android,A,Galaxy A12
e6314352-b21f-4b59-abed-41480e3a2012,False,Android,A,Galaxy A12
63e43a25-40a7-4b37-b114-f2454bff245c,False,Android,A,Galaxy A12
ce7902b2-ea08-49dc-bbe3-7f4acb5afba6,False,Android,A,Galaxy A12
ec7e2f13-7b5a-4c6e-8911-9cd700533802,False,Android,A,Galaxy A12
3d8bd28f-2720-4209-88e6-8e920af0de21,False,Android,A,Galaxy A12
b6b18a32-2a44-4933-bfcd-e38c83066037,False,Android,A,Galaxy A12
85f0cfb8-fde4-4df8-8bc0-5e345d93eeae,False,Android,A,Galaxy A12
6392f033-323f-4940-92d3-2d7237ea9b5c,False,Android,A,Galaxy A12
80585517-3816-4d4c-b8d9-823bc73ee023,False,Android,A,Galaxy A12
c9bb33eb-9068-41e9-b2d6-c14174db6cb4,False,Android,A,Galaxy A12
08a0a599-c9d1-43f4-a9a6-b9c1373f9cc0,False,Android,A,Galaxy A12
e0141962-63bc-4edf-b3de-a2b63c90f98c,False,Android,A,Galaxy A12
1944cc09-d064-4fa4-b4c4-cda0a6957c35,False,Android,A,Galaxy A12
24786925-7448-48f8-93d1-1932a2987913,False,Android,A,Galaxy A12
9b18c5f5-0b5f-465f-81cd-147a17626fa4,False,Android,A,Galaxy A12
d39545e3-2fcc-4640-b79a-7bfebd02feea,False,Android,A,Galaxy A12
1ba3b186-07e9-4066-9d48-6197e59cfb21,False,Android,A,Galaxy A12
d857a0af-2549-47e9-a41e-9f6baa66a6d7,True,Android,A,Galaxy A12
54277e52-e275-46b9-804f-53eda26ef1c4,False,Android,A,Galaxy A12
bb4a8c5a-dd1f-4c0c-8080-8dac0c1a0f81,False,Android,A,Galaxy A12
b3e29fcc-7e58-4d87-92fb-ec146878bc37,False,Android,A,Galaxy A12
298dfea8-1262-40ad-a8d5-656441448177,False,Android,A,Galaxy A12
0d056928-2971-46ed-880d-c9b06695d858,False,Android,A,Galaxy A12
884ac1bd-10df-4779-81ff-df01dca5bb6b,False,Android,A,Galaxy A12
1c0c6320-0fb4-45ed-9e6d-6ca34cb227ff,False,Android,A,Galaxy A12
7539cf91-657f-408c-b10e-58b6fb24e9f7,True,Android,A,Galaxy A12
18ddd816-764b-443a-adb0-e33ad7fbdbda,False,Android,A,Galaxy A12
d994c7a2-d9bc-4678-afd0-be073af47053,True,Android,A,Galaxy A12
57d95248-c2b2-481b-8612-c864043cd937,True,Android,A,Galaxy A12
3bdb686c-d470-45b7-990f-8a3f09be12ed,False,Android,A,Galaxy A12
cc94ac46-bbb7-492c-991b-2af31e11cbb9,False,Android,A,Galaxy A12
2e7d9cf4-d6e0-4570-ab76-2a353ddb38b6,False,Android,A,Galaxy A12
c5ba085e-054d-46f8-a147-05c19fa80c57,False,Android,A,Galaxy A12
5b630fcf-8e2c-4377-a92c-8247ed3818b5,False,Android,A,Galaxy A12
18d16113-d1a8-4885-a760-c6baeb950d53,False,Android,A,Galaxy A12
ee4d2fe2-a31d-4eb8-a65c-10f839d87f0d,False,Android,A,Galaxy A12
61fee78e-1b80-459f-aaa3-3ff9a1eefb65,False,Android,A,Galaxy A12
bdc897a7-83f8-4a1a-9444-2ecf6eba8ec6,False,Android,A,Galaxy A12
7af61bb6-114f-4ecc-b0b5-8cc0635871eb,False,Android,A,Galaxy A12
b6efc7ac-e14a-41a4-9c28-16bb49e39217,False,Android,A,Galaxy A12
8aaad16c-338c-42ac-b169-7c55bcb4c3de,False,Android,A,Galaxy A12
6ec3c20d-67a9-44ae-8556-c7314024be94,False,Android,A,Galaxy A12
f02d6bb6-5208-4347-9887-8062549a5a8d,False,Mac,B,Galaxy A12
fb5ea822-04f9-4240-a422-346e9d50b59e,False,Android,B,Galaxy A12
d470b81e-4ead-4bff-9990-013dacad9b28,True,Android,B,Galaxy A12
02ef4a3b-93cd-4b72-b115-08ab564b3382,False,Android,B,Galaxy A12
ae50d5cb-f494-42b7-925f-a56402b34db2,False,Android,B,Galaxy A12
f1f0ed0f-b468-4c37-a501-f0fc9a25d1dc,False,Android,B,Galaxy A12
66ad7435-2809-4c09-8cbe-9d3972e1536a,False,Android,B,Galaxy A12
7c99e4a7-55fe-43cc-80ea-b7616d7b6f5c,False,Android,B,Galaxy A12
71082d93-23c1-4b25-9803-79f04c71b836,False,Android,B,Galaxy A12
04402199-11e1-47d4-ad6c-70a4ad38a818,False,iOS,B,Galaxy A12
d2a97d2e-aeab-4c3e-8270-8dac0fa1cc39,False,Android,B,Galaxy A12
00a9f697-75b4-4021-8b8e-4267de59ed42,False,Android,B,Galaxy A12
4e72fb34-7d4d-4862-a0ae-0975e7e9a173,True,Android,B,Galaxy A12
86cf6209-1ae4-4bbe-b377-84e18e0d0ab0,False,Android,B,Galaxy A12
4aadc272-b351-47a7-9c08-73e85583e8d4,False,Android,B,Galaxy A12
f0d675cf-c41e-43a0-8563-ba676f29d1a2,False,Android,B,Galaxy A12
d4498b56-2f1d-4b62-a71a-ee6b767b9f91,True,Android,B,Galaxy A12
d993e274-ccf9-4afa-a1b7-2fbea7ec1d26,False,Android,B,Galaxy A12
10b93a4a-9a10-47e0-bc16-f175f2ac1736,False,Android,B,Galaxy A12
f345bee8-b4af-4a5e-a333-f2070db94846,False,Android,B,Galaxy A12
35b55da7-8332-4053-b3b3-721b1d7deff0,False,Android,B,Galaxy A12
8bbbcb94-784d-4042-a04b-4fa811a47de5,False,Android,B,Galaxy A12
13e5a95c-075f-4e8a-9a38-f83fe2c8c325,False,Android,B,Galaxy A12
403017c7-69ac-4ea2-8df7-d14221e115f5,False,Windows,B,Galaxy A12
b4bfd5bb-ed7e-49be-a454-b9faaa205a48,False,Android,B,Galaxy A12
56ffac9f-fe30-48d8-b95c-b386da06247c,False,Android,B,Galaxy A12
e645cd66-1eeb-4ccd-ae47-6cc5f9998882,False,Android,B,Galaxy A12
2d81ec07-cd93-4f75-9e08-9b142bcea99c,False,Android,B,Galaxy A12
0f3c9bd9-3c13-4723-9a3e-73474dcf8083,False,iOS,B,Galaxy A12
2bcd3723-29a0-40fe-b77f-b13bd0bf92f9,False,Android,B,Galaxy A12
dd59e7f8-dcd3-4d07-bd12-2ed2249d3db0,True,Android,B,Galaxy A12
10476431-f8fb-42f0-b704-b6d683657568,False,Android,B,Galaxy A12
99e07adb-e3b5-486d-a7a9-73761f9d161f,False,Android,B,Galaxy A12
8fca1427-3913-40e3-9a88-2f08f24df853,False,Android,B,Galaxy A12
95429f47-bd5c-481f-a009-9ebabdecb406,False,Android,B,Galaxy A12
ad458be7-838d-4cfe-bdc5-6617c0842999,False,Android,B,Galaxy A12
3978f9ea-ae11-413a-9a43-fc9c8ce4d04f,False,Android,B,Galaxy A12
82a52014-16d4-4802-ba16-717c6d02ac18,False,Android,B,Galaxy A12
b553849f-948e-4c04-ad90-97f2927482d7,True,Android,B,Galaxy A12
521cbcea-03c9-4c18-85a1-6f6da2fa34dd,False,Android,B,Galaxy A12
5297aa17-8dee-4f76-b8d6-9753dd87c29a,False,Android,B,Galaxy A12
c10e85bc-1c1e-4d27-af83-3112a1379995,True,Android,B,Galaxy A12
5a17f93a-1d32-4f02-9262-d5d8cb9344b2,False,Android,B,Galaxy A12
9ea54157-ef87-459a-9988-033edacf462c,False,Android,B,Galaxy A12
1ad4ac1d-3eff-42d9-ba3e-31a9eb243499,False,Android,B,Galaxy A12
d1ff76ce-6a91-4a6e-aafc-adaace80caea,False,Android,B,Galaxy A12
66192952-3f99-4e5e-838c-4209e2118d8d,False,Android,B,Galaxy A12
9426764c-229b-4c74-91f4-7f4ca2f45768,False,Android,B,Galaxy A12
e0ce24eb-f69b-4025-928a-b7bad8193ad7,False,Android,B,Galaxy A12
3da943d1-e2d9-410f-b39b-90ca042325b0,True,Android,B,Galaxy A12
097e252c-f194-438e-9e02-ddb458903ea1,False,Android,B,Galaxy A12
67418cef-0d8f-47ce-b876-e34a13d4e68e,False,Android,B,Galaxy A12
a1e0c205-91eb-4cd1-8787-0e2e6f4c90c9,False,Android,B,Galaxy A12
6f6f2cf0-1d53-4df2-94ec-9854f8ffc4c7,False,Android,B,Galaxy A12
4b1ceaef-c622-4361-b762-a37a453fb8f8,True,Android,B,iPhone 13 Pro
4f9d0bef-48e2-4300-bdc7-50da04db02e7,True,Android,B,iPhone 13 Pro
367d3436-db88-482c-9d63-465a2fb73649,False,Android,B,iPhone 13 Pro
84b7af16-61b4-474e-8518-75cc1098cef3,True,Android,B,iPhone 13 Pro
a339724f-5764-4bd1-ba2b-e7c977472f07,False,Android,B,iPhone 13 Pro
bbdb9930-eaf1-471c-8b44-4699b4b4712e,True,iOS,B,iPhone 13 Pro
260bdfa2-948b-47c4-8dcd-b8283dbfa582,False,Android,B,iPhone 13 Pro
ffb00900-4a1e-462c-b75b-15a7addebab0,True,iOS,B,iPhone 13 Pro
8d942c75-3000-403d-ab50-0b008e225661,False,Android,B,iPhone 13 Pro
9cd80fd0-1129-4ea1-bc89-a82e5d52490f,False,Android,B,iPhone 13 Pro
f17a87b5-293b-464f-97ae-b03e27459caf,True,Android,B,iPhone 13 Pro
346d143c-08c7-47e0-96e3-4580d3475e6e,True,Android,B,iPhone 13 Pro
53c2db5e-c26a-4102-a8ed-41e460f0d6cd,True,Android,B,iPhone 13 Pro
55fb01cd-5d2b-45f9-812b-b2dd7b8d1436,True,Android,B,iPhone 13 Pro
6c42687a-63d1-48ea-955f-463309b483f4,True,Android,B,iPhone 13 Pro
508b42fc-7f83-44d6-8040-dddea0dc8bf5,False,iOS,B,iPhone 13 Pro
723b6a33-0aaa-4fae-a8f3-cecef6769606,False,Android,B,iPhone 13 Pro
2366e37a-d7b0-4cc3-9c92-05746c755904,True,iOS,B,iPhone 13 Pro
64bc5fb8-c93a-478d-be1f-f9ba40a99299,False,iOS,B,iPhone 13 Pro
2ba0c3e2-1915-4017-8a6a-d202779b9854,False,iOS,B,iPhone 13 Pro
97e4a7d7-0a58-4fef-b311-fe516d56bf95,False,iOS,B,iPhone 13 Pro
82efa5f0-2b1e-43ae-bd8e-2c24c618a2f9,True,Android,B,iPhone 13 Pro
a9266f6c-59e1-4d9b-bcbd-f30b7b3f6cd3,False,iOS,B,iPhone 13 Pro
089808db-b988-4806-8f7f-88a3074b91a9,False,iOS,B,iPhone 13 Pro
dea741a8-b391-45ce-af2c-723b9f62974e,False,Android,B,iPhone 13 Pro
5518baa4-70bf-4011-aad0-9f29cd1d1abc,False,iOS,B,iPhone 13 Pro
87da6589-9029-4081-9c6a-9ae9794e019a,False,Android,B,iPhone 13 Pro
95bf8a6e-96ae-43f3-890c-be1b83dd8183,False,Android,B,iPhone 13 Pro
d6069f67-a0d1-46af-ba6c-582634c69e47,False,iOS,B,iPhone 13 Pro
61aaaec0-4f4e-486f-a1fb-ab8747b1d7b4,True,Android,B,iPhone 13 Pro
e493d94d-9e08-467f-a3c7-2d3bcc519592,True,Android,B,iPhone 13 Pro
7e9827f0-8f3e-4406-bff2-a28116eeef69,True,Android,B,iPhone 13 Pro
f4972655-0ac8-4339-90f7-914de54a61e0,False,Android,B,iPhone 13 Pro
e6875452-515b-4de5-9fef-82c3bb84ce96,False,iOS,B,iPhone 13 Pro
f75429af-3474-46da-8e1b-25a1dd5ff2fc,True,Android,B,Xiaomi Redmi 9A
9a4e09f4-a342-4b97-857c-e3a7583bb7d2,False,Android,B,Xiaomi Redmi 9A
ef671ec2-33c7-44b5-acf9-ee50cd5c5a69,False,iOS,B,Xiaomi Redmi 9A
ff954009-740b-481c-9ef0-7764ac00cf6d,True,Android,B,Xiaomi Redmi 9A
7b18c2b2-dc1a-4294-8528-0021517a9768,False,Android,B,Xiaomi Redmi 9A
aa3081d7-8a05-4884-b802-f06bbf06e87f,False,Android,B,Xiaomi Redmi 9A
6459e817-3b2b-43df-86dc-8fcac4114e4e,False,Android,B,Xiaomi Redmi 9A
751109f0-548b-4801-9ad5-8bef26d5d33c,False,iOS,B,Xiaomi Redmi 9A
8101b876-6c91-430b-967e-5eb1563a215f,False,Android,B,Xiaomi Redmi 9A
72113f86-4a0a-40fa-b9bd-4aba5e2a0fdd,False,Android,B,Xiaomi Redmi 9A
e2cf9830-de91-4674-a95d-4f31317c4e1a,True,Android,B,Xiaomi Redmi 9A
25a5ea3f-3ec5-4121-8a19-1116b565b52a,False,Android,B,Xiaomi Redmi 9A
ced403c4-883e-4988-9268-d2278b495f07,False,Android,B,Xiaomi Redmi 9A
53494ca6-61cc-46b6-8a62-62989bb2fa02,True,Android,B,Xiaomi Redmi 9A
3cf9a5d2-15a5-4792-bcd1-423ae8dc559b,False,Android,B,Xiaomi Redmi 9A
cf41680b-b483-4bf8-b177-f6e36bf95836,False,Android,B,Xiaomi Redmi 9A
7776eb7c-26c0-46ef-876f-152c34211ce4,False,Android,B,Xiaomi Redmi 9A
733015c7-bf48-446f-a665-1f3a19b07249,False,Android,B,Xiaomi Redmi 9A
aed8a4e8-9b0a-434e-badc-1c0f9c6b960c,False,Android,B,Xiaomi Redmi 9A
dcdfcdd2-afaa-4771-bf44-019f19c8dbfb,False,Android,B,Xiaomi Redmi 9A
a1be9419-1ae1-49b7-9548-9a674ba875c0,False,Android,B,Xiaomi Redmi 9A
7b8bac42-d12e-449e-8fe8-0ea0b7401e56,False,Android,B,Xiaomi Redmi 9A
135520f3-8fc4-44f8-82ff-0a96bada275a,False,Android,B,Xiaomi Redmi 9A
9a985fe9-e8bf-4285-92f3-9a60b0b0aeb4,False,Android,B,Xiaomi Redmi 9A
5d9be790-b57a-4963-a68e-aaec7546ee9b,False,Android,B,Xiaomi Redmi 9A
e8abcb28-d837-429a-bf3d-12b0e014a2c9,False,Android,B,Xiaomi Redmi 9A
f5c8d56d-48a7-4476-8f2b-8ac099951a5a,False,Android,B,Xiaomi Redmi 9A
d9b76d78-edf2-40c4-afa1-1e0d2c9fb2b6,True,Android,B,Xiaomi Redmi 9A
1172971e-2b7e-4cc2-96d8-04e701b87ace,False,Android,B,Xiaomi Redmi 9A
11481341-8ef8-48f6-9518-674f4e114d2c,False,Android,B,Xiaomi Redmi 9A
